collection_id,collection_name,doi,pmid,pmcid,source,secondary_doi
4081,Apples to apples? Neural correlates of emotion regulation differences between high and low risk adolescents,,31506678,6847532,pubmed,
3946,Transient states of network connectivity are atypical in autism: A dynamic functional connectivity study,,30681228,6549695,pubmed,
1561,Combining Task-Related Activation and Connectivity Analysis of fMRI Data Reveals Complex Modulation of Brain Networks,,28782871,6866920,pubmed,
9861,Episodic memory and cortical amyloid pathology: PET study in cognitively discordant twin pairs,,34607247,,pubmed,
2487,Central insulin modulates food valuation via mesolimbic pathways,,28719580,5520049,pubmed,
2218,Brain Activation upon Ideal-Body Media Exposure and Peer Feedback  in Late Adolescent Girls,,28474292,5548820,pubmed,
4487,The contribution of striatal pseudo-reward prediction errors to value-based decision-making,,30851446,,pubmed,
4095,Altered Neuronal Responses during an Affective Stroop Task in Adolescents with Conduct Disorder,,30405475,6200838,pubmed,
5023,Intact reinforcement learning but impaired attentional control during multidimensional probabilistic learning in older adults,,31826943,6989001,pubmed,
2139,"
              A High-Resolution
              ",,39281173,11400648,pubmed,
4075,Interpretation of Social Interactions: Functional Imaging of Cognitive-Semiotic Categories During Naturalistic Viewing,,30154703,6102316,pubmed,
2280,Endogenous opioids regulate social threat learning in humans,,28541285,5458514,pubmed,
3676,The default mode network can support the level of detail in experience during active task states,,30420509,6255193,pubmed,
2381,Three-dimensional probabilistic maps of mesial temporal lobe structures in children and adolescents’ brains.,,30498435,6249374,pubmed,
2289,Effects of Testosterone Administration on Threat and Escape Anticipation in the Orbitofrontal Cortex,,29902666,,pubmed,
4102,"Prospection, perseverance and insight in sequential behavior",,30189202,6127030,pubmed,
3338,Functional reorganization of the conceptual brain system after deafness in early childhood,,29975699,6033386,pubmed,
3686,Brain fMRI Reactivity to Smoking-Related Images Before and During Extended Smoking Abstinence,,19968401,3742373,pubmed,
2742,Glucocorticoids and cortical decoding in the phobic brain,,32244111,,pubmed,
4207,Cerebral grey matter density is associated with neuroreceptor and neurotransporter availability: A combined PET and MRI study,,33785434,,pubmed,
3701,White matter microstructure is altered in cognitively normal middle-aged APOE-ε4 homozygotes,,29793545,5968505,pubmed,
3553,Confidence of emotion expression recognition recruits brain regions outside the face perception network,,30481350,6318466,pubmed,
5617,Pubertal Testosterone Correlates with Adolescent Impatience and Dorsal Striatal Activity,,31942858,7242510,pubmed,
8889,"Processing of visual and non-visual naturalistic spatial information in the ""parahippocampal place area""",,35365659,8975992,pubmed,
3264,"A short, robust brain activation control task optimised for pharmacological fMRI studies",,30221091,6138041,pubmed,
5667,Primate homologs of mouse cortico-striatal circuits,,32298231,7162658,pubmed,
4117,Choice overload reduces neural signatures of choice set value in dorsal striatum and anterior cingulate cortex,,30988434,,pubmed,
3410,Nociceptive activation in spinal cord and brain persists during deep general anaesthesia,,30236276,,pubmed,
3173,Stress impairs episodic retrieval by disrupting hippocampal and cortical mechanisms of remembering,,30060134,,pubmed,
3217,Gray Matter Correlates of Finger Gnosis in Children: a VBM Study,,30699334,,pubmed,
3412,Multi-voxel pattern classification differentiates personally experienced  event memories from secondhand event knowledge,,29654876,,pubmed,
1271,Peer Influence Via Instagram: Effects on Brain and Behavior in Adolescence and Young Adulthood,,28612930,5730501,pubmed,
12592,Neural Mechanisms Underlying Human Consensus Decision making,,25864634,4409560,pubmed,
3475,Multiband Multi-Echo Simultaneous ASL/BOLD for task-induced functional MRI,,29389985,5794066,pubmed,
5805,Common neural value representations of hedonic and utilitarian products in the ventral stratum: an fMRI study,,31666605,6821801,pubmed,
4400,Neural correlates of orthographic access in Mandarin Chinese writing: an fMRI study of the word-frequency effect,,30555308,6284029,pubmed,
3421,Identification of task sets within and across stimulus modalities ,,29588225,,pubmed,
4408,Financial gain- and loss-related BOLD signals in the human ventral tegmental area and substantia nigra pars compacta,,30471149,6618000,pubmed,
5866,Accuracy and reproducibility of automated white matter hyperintensities segmentation with Lesion Segmentation Tool: a European multi-site 3T study,,33220450,,pubmed,
3554,Abstract memory representations in the ventromedial prefrontal cortex and hippocampus support concept generalization,,29437891,5858598,pubmed,
3177,Value generalization in human avoidance learning,,29735014,5957527,pubmed,
4676,Disentangling the origins of confidence in speeded perceptual judgments through multimodal imaging,,32238562,7165419,pubmed,
3929,Valuation of Knowledge and Ignorance in Mesolimbic Reward Circuitry,,29954865,6077743,pubmed,
3978,Neural correlates of video game empathy training in adolescents: A randomized trial,,30631474,6220300,pubmed,
3988,Hierarchical Cognition causes Task Related Deactivations but not just in Default Mode Regions,,30627658,6325562,pubmed,
3515,The Interactive Effects of Peers and Alcohol on Functional Brain Connectivity in Young Adults,,30978496,,pubmed,
14342,Corticostriatal connectivity during prosocial decision-making relates to giving behavior during adolescence,,37382484,,pubmed,
3982,"Affective reactivity during adolescence: Associations with age, puberty and testosterone",,31200127,7057923,pubmed,
1194,Elaboration of the SPM template for the standardization of SPECT images with 123I-Ioflupane,,23570700,,pubmed,
3989,Conflicted between goal-directed and habitual control – an fMRI investigation ,,30310863,6179575,pubmed,
3838,Cognitive regulation alters social and dietary choice by changing attribute representations in domain-general and domain-specific brain circuits,,29813018,5973829,pubmed,
4776,The Neural Computation of Inconsistent Choice Behavior,,30952855,6450930,pubmed,
3792,Distinct encoding of decision confidence in human medial prefrontal cortex,,29784814,6003322,pubmed,
6782,Private-public mappings in human prefrontal cortex,,32701449,7377905,pubmed,
6024,Friendship stability in adolescence is associated with ventral striatum responses to vicarious rewards,,33436606,7804936,pubmed,
3955,Neural correlates of effort-based valuation with prospective choices,,30347281,6289638,pubmed,
9553,Neurocomputational mechanisms of confidence in self and others,,35869044,9307648,pubmed,
3906,Broca's region revisited: Cytoarchitecture and intersubject variability,,10441759,,pubmed,
3808,Intranasal oxytocin alters amygdala-temporal resting-state functional connectivity in body dysmorphic disorder: A double-blind placebo-controlled randomized trial.,,31146138,,pubmed,
5900,Stability of dynamic functional architecture differs between brain networks and states,,31577959,,pubmed,
9099,Proximity to dementia onset and multi-modal neuroimaging changes:  PREVENT-Dementia study ,,33454416,,pubmed,
5825,Discerning the functional networks behind processing of music and speech  through human vocalizations,,31600231,6786620,pubmed,
5067,The neural mechanisms of associative memory revisited: fMRI evidence from implicit contingency learning,,32116821,7008231,pubmed,
5041,Mesolimbic white matter connectivity mediates the preference for sweet food,,30867529,6416305,pubmed,
4351,Limbic-visual attenuation to crying faces underlies neglectful mothering,,31011201,6476884,pubmed,
3884,Meta-analysis of Reward Processing in Major Depressive Disorder Reveals Distinct Abnormalities within the Reward Circuit,,31712555,6848107,pubmed,
5704,Perceiving Facial Affective Ambiguity: A Behavioral and Neural Comparison of Adolescents and Adults,,30628818,6620165,pubmed,
6642,Unraveling reproducible dynamic states of individual brain functional parcellation,,33688605,7935036,pubmed,
5527,Neural and neurocognitive markers of vulnerability to gambling disorder: a study of unaffected siblings,,31597159,6901470,pubmed,
5686,Basal ganglia dysfunction in idiopathic REM sleep behaviour disorder parallels that in early Parkinson’s disease,,27297241,4958897,pubmed,
4841,The role of the opioid system in decision making  and cognitive control: A review,,30963411,6599188,pubmed,
6735,Age-related differences in auditory cortex activity during spoken word recognition,,34327333,8318202,pubmed,
5532,Characterizing functional pathways of the human olfactory system,,31339489,6656430,pubmed,
6218,Neural responses in the pain matrix when observing pain of others are unaffected by testosterone administration in women,,32086551,7080706,pubmed,
5582,Imaging the human hippocampus with  optically-pumped magnetoencephalography,,31521823,6854457,pubmed,
5583,Imaging the human hippocampus with optically-pumped magnetoencephalography,,31521823,6854457,pubmed,
5539,Shared neural resources of rhythm and syntax: An ALE Meta-Analysis,,31783081,,pubmed,
7440,Oxytocin Differentially Modulates Amygdala Responses During Top-Down and Bottom-Up Aversive Anticipation,,32832361,7435249,pubmed,
6545,Pattern similarity and connectivity of hippocampal-neocortical regions support empathy for pain ,,32248233,7235961,pubmed,
6746,The relationship between individual variation in macroscale functional gradients and distinct aspects of ongoing thought. ,,32585346,7573534,pubmed,
5166,Culture modulates the neural correlates underlying risky exploration,,31191278,6548807,pubmed,
8515,stress sensitivity during MR-guided prostate biopsy,,33510379,7844251,pubmed,
5447,Mapping the human subcortical auditory system,,31368891,6707786,pubmed,
5717,Language beyond the language system: dorsal visuospatial pathways support processing of demonstratives and spatial language during naturalistic fast fMRI,,31473349,,pubmed,
5765,Multiple associative structures created by reinforcement and incidental statistical learning mechanisms,,31645545,6811627,pubmed,
5070,Meta-analytic clustering dissociates brain activity and behavior profiles across reward processing paradigms,,31872334,7117996,pubmed,
4886,Treatment-resistant depression and ketamine response in a patient with bilateral amygdala damage,,31787017,,pubmed,
6754,Temporal chunking as a mechanism for unsupervised learning of task-sets,,32149602,7108869,pubmed,
6895,Simultaneous modeling of reaction times and brain dynamics in a spatial cueing task,,34953009,8933333,pubmed,
9584,Anticipation of temporally structured events in the brain,,33884953,8169103,pubmed,
13589,A multimodal cortical network of sensory expectation violation revealed by fMRI,,37721377,10619418,pubmed,
6015,Approaching or Decentering? Differential Neural Networks Underlying Experiential Emotion Regulation and Cognitive Defusion,,36138951,9496919,pubmed,
5566,Associations between longitudinal trajectories of social and cognitive activities and brain health in old age,,32816032,7441365,pubmed,
6090,Distinct neural mechanisms of social orienting and mentalizing revealed by independent measures of neural and eye movement typicality,,31996763,6989525,pubmed,
6007,Theory of Mind network activity is associated with metaethical judgment: An item analysis,,32360298,,pubmed,
